fy,month,period,bu,account_code,account_name,account_type,group,sub_group,budget,actual,variance,variance_pct
FY25-26,2026-02,Feb-2026,Digital Engineering,4010,Sales Returns & Allowances,Income,Revenue,Operating revenue,1543957,1489271,-54686,-3.5
FY25-26,2026-03,Mar-2026,Digital Engineering,4010,Sales Returns & Allowances,Income,Revenue,Operating revenue,1621955,1564814,-57141,-3.5
FY24-25,2024-04,Apr-2024,Digital Engineering,4020,Interest Income - Deposits,Income,Other income,Other income,24324,22989,-1335,-5.5
FY24-25,2024-05,May-2024,Digital Engineering,4020,Interest Income - Deposits,Income,Other income,Other income,25443,23341,-2102,-8.3
FY24-25,2024-06,Jun-2024,Digital Engineering,4020,Interest Income - Deposits,Income,Other income,Other income,26588,25055,-1533,-5.8
FY24-25,2024-07,Jul-2024,Digital Engineering,4020,Interest Income - Deposits,Income,Other income,Other income,27483,25820,-1663,-6.1
FY24-25,2024-08,Aug-2024,Digital Engineering,4020,Interest Income - Deposits,Income,Other income,Other income,27005,27646,641,2.4
FY24-25,2024-09,Sep-2024,Digital Engineering,4020,Interest Income - Deposits,Income,Other income,Other income,28203,30457,2254,8.0
FY24-25,2024-10,Oct-2024,Digital Engineering,4020,Interest Income - Deposits,Income,Other income,Other income,29426,29750,324,1.1
FY24-25,2024-11,Nov-2024,Digital Engineering,4020,Interest Income - Deposits,Income,Other income,Other income,29519,36516,6997,23.7
FY24-25,2024-12,Dec-2024,Digital Engineering,4020,Interest Income - Deposits,Income,Other income,Other income,29024,27385,-1639,-5.6
FY24-25,2025-01,Jan-2025,Digital Engineering,4020,Interest Income - Deposits,Income,Other income,Other income,31183,34217,3034,9.7
FY24-25,2025-02,Feb-2025,Digital Engineering,4020,Interest Income - Deposits,Income,Other income,Other income,32491,29542,-2949,-9.1
FY24-25,2025-03,Mar-2025,Digital Engineering,4020,Interest Income - Deposits,Income,Other income,Other income,34132,35815,1683,4.9
FY25-26,2025-04,Apr-2025,Digital Engineering,4020,Interest Income - Deposits,Income,Other income,Other income,28402,30143,1741,6.1
FY25-26,2025-05,May-2025,Digital Engineering,4020,Interest Income - Deposits,Income,Other income,Other income,29709,29566,-143,-0.5
FY25-26,2025-06,Jun-2025,Digital Engineering,4020,Interest Income - Deposits,Income,Other income,Other income,31046,35819,4773,15.4
FY25-26,2025-07,Jul-2025,Digital Engineering,4020,Interest Income - Deposits,Income,Other income,Other income,32091,35379,3288,10.2
FY25-26,2025-08,Aug-2025,Digital Engineering,4020,Interest Income - Deposits,Income,Other income,Other income,31533,35405,3872,12.3
FY25-26,2025-09,Sep-2025,Digital Engineering,4020,Interest Income - Deposits,Income,Other income,Other income,32931,30992,-1939,-5.9
FY25-26,2025-10,Oct-2025,Digital Engineering,4020,Interest Income - Deposits,Income,Other income,Other income,34360,29486,-4874,-14.2
FY25-26,2025-11,Nov-2025,Digital Engineering,4020,Interest Income - Deposits,Income,Other income,Other income,34468,39158,4690,13.6
FY25-26,2025-12,Dec-2025,Digital Engineering,4020,Interest Income - Deposits,Income,Other income,Other income,33890,34825,935,2.8
FY25-26,2026-01,Jan-2026,Digital Engineering,4020,Interest Income - Deposits,Income,Other income,Other income,36411,33347,-3064,-8.4
FY25-26,2026-02,Feb-2026,Digital Engineering,4020,Interest Income - Deposits,Income,Other income,Other income,37938,36872,-1066,-2.8
FY25-26,2026-03,Mar-2026,Digital Engineering,4020,Interest Income - Deposits,Income,Other income,Other income,39854,34247,-5607,-14.1
FY24-25,2024-04,Apr-2024,Digital Engineering,4021,Foreign Exchange Gain,Income,Other income,Other income,45225,42892,-2333,-5.2
FY24-25,2024-05,May-2024,Digital Engineering,4021,Foreign Exchange Gain,Income,Other income,Other income,47307,43592,-3715,-7.9
FY24-25,2024-06,Jun-2024,Digital Engineering,4021,Foreign Exchange Gain,Income,Other income,Other income,49435,53361,3926,7.9
FY24-25,2024-07,Jul-2024,Digital Engineering,4021,Foreign Exchange Gain,Income,Other income,Other income,51100,54899,3799,7.4
FY24-25,2024-08,Aug-2024,Digital Engineering,4021,Foreign Exchange Gain,Income,Other income,Other income,50211,48793,-1418,-2.8
FY24-25,2024-09,Sep-2024,Digital Engineering,4021,Foreign Exchange Gain,Income,Other income,Other income,52437,54751,2314,4.4
FY24-25,2024-10,Oct-2024,Digital Engineering,4021,Foreign Exchange Gain,Income,Other income,Other income,54712,62764,8052,14.7
FY24-25,2024-11,Nov-2024,Digital Engineering,4021,Foreign Exchange Gain,Income,Other income,Other income,54885,62440,7555,13.8
FY24-25,2024-12,Dec-2024,Digital Engineering,4021,Foreign Exchange Gain,Income,Other income,Other income,53964,50940,-3024,-5.6
FY24-25,2025-01,Jan-2025,Digital Engineering,4021,Foreign Exchange Gain,Income,Other income,Other income,57978,62865,4887,8.4
FY24-25,2025-02,Feb-2025,Digital Engineering,4021,Foreign Exchange Gain,Income,Other income,Other income,60410,56998,-3412,-5.6
FY24-25,2025-03,Mar-2025,Digital Engineering,4021,Foreign Exchange Gain,Income,Other income,Other income,63462,62076,-1386,-2.2
FY25-26,2025-04,Apr-2025,Digital Engineering,4021,Foreign Exchange Gain,Income,Other income,Other income,52807,52587,-220,-0.4
FY25-26,2025-05,May-2025,Digital Engineering,4021,Foreign Exchange Gain,Income,Other income,Other income,55238,60824,5586,10.1
FY25-26,2025-06,Jun-2025,Digital Engineering,4021,Foreign Exchange Gain,Income,Other income,Other income,57723,59613,1890,3.3
FY25-26,2025-07,Jul-2025,Digital Engineering,4021,Foreign Exchange Gain,Income,Other income,Other income,59667,60165,498,0.8
FY25-26,2025-08,Aug-2025,Digital Engineering,4021,Foreign Exchange Gain,Income,Other income,Other income,58629,62599,3970,6.8
FY25-26,2025-09,Sep-2025,Digital Engineering,4021,Foreign Exchange Gain,Income,Other income,Other income,61228,56354,-4874,-8.0
FY25-26,2025-10,Oct-2025,Digital Engineering,4021,Foreign Exchange Gain,Income,Other income,Other income,63885,61408,-2477,-3.9
FY25-26,2025-11,Nov-2025,Digital Engineering,4021,Foreign Exchange Gain,Income,Other income,Other income,64087,63658,-429,-0.7
FY25-26,2025-12,Dec-2025,Digital Engineering,4021,Foreign Exchange Gain,Income,Other income,Other income,63011,65859,2848,4.5
FY25-26,2026-01,Jan-2026,Digital Engineering,4021,Foreign Exchange Gain,Income,Other income,Other income,67698,57736,-9962,-14.7
FY25-26,2026-02,Feb-2026,Digital Engineering,4021,Foreign Exchange Gain,Income,Other income,Other income,70538,65886,-4652,-6.6
FY25-26,2026-03,Mar-2026,Digital Engineering,4021,Foreign Exchange Gain,Income,Other income,Other income,74101,71207,-2894,-3.9
FY24-25,2024-04,Apr-2024,Digital Engineering,4022,Profit on Sale of Assets,Income,Other income,Other income,52109,48491,-3618,-6.9
FY24-25,2024-05,May-2024,Digital Engineering,4022,Profit on Sale of Assets,Income,Other income,Other income,54508,59392,4884,9.0
FY24-25,2024-06,Jun-2024,Digital Engineering,4022,Profit on Sale of Assets,Income,Other income,Other income,56960,57710,750,1.3
FY24-25,2024-07,Jul-2024,Digital Engineering,4022,Profit on Sale of Assets,Income,Other income,Other income,58878,56926,-1952,-3.3
FY24-25,2024-08,Aug-2024,Digital Engineering,4022,Profit on Sale of Assets,Income,Other income,Other income,57854,58814,960,1.7
FY24-25,2024-09,Sep-2024,Digital Engineering,4022,Profit on Sale of Assets,Income,Other income,Other income,60419,60739,320,0.5
FY24-25,2024-10,Oct-2024,Digital Engineering,4022,Profit on Sale of Assets,Income,Other income,Other income,63040,67241,4201,6.7
FY24-25,2024-11,Nov-2024,Digital Engineering,4022,Profit on Sale of Assets,Income,Other income,Other income,63240,74064,10824,17.1
FY24-25,2024-12,Dec-2024,Digital Engineering,4022,Profit on Sale of Assets,Income,Other income,Other income,62178,57474,-4704,-7.6
FY24-25,2025-01,Jan-2025,Digital Engineering,4022,Profit on Sale of Assets,Income,Other income,Other income,66803,65173,-1630,-2.4
FY24-25,2025-02,Feb-2025,Digital Engineering,4022,Profit on Sale of Assets,Income,Other income,Other income,69605,70248,643,0.9
FY24-25,2025-03,Mar-2025,Digital Engineering,4022,Profit on Sale of Assets,Income,Other income,Other income,73122,70520,-2602,-3.6
FY25-26,2025-04,Apr-2025,Digital Engineering,4022,Profit on Sale of Assets,Income,Other income,Other income,60845,55752,-5093,-8.4
FY25-26,2025-05,May-2025,Digital Engineering,4022,Profit on Sale of Assets,Income,Other income,Other income,63646,67510,3864,6.1
FY25-26,2025-06,Jun-2025,Digital Engineering,4022,Profit on Sale of Assets,Income,Other income,Other income,66509,66180,-329,-0.5
FY25-26,2025-07,Jul-2025,Digital Engineering,4022,Profit on Sale of Assets,Income,Other income,Other income,68749,73474,4725,6.9
FY25-26,2025-08,Aug-2025,Digital Engineering,4022,Profit on Sale of Assets,Income,Other income,Other income,67553,69051,1498,2.2
FY25-26,2025-09,Sep-2025,Digital Engineering,4022,Profit on Sale of Assets,Income,Other income,Other income,70548,68022,-2526,-3.6
FY25-26,2025-10,Oct-2025,Digital Engineering,4022,Profit on Sale of Assets,Income,Other income,Other income,73609,71424,-2185,-3.0
FY25-26,2025-11,Nov-2025,Digital Engineering,4022,Profit on Sale of Assets,Income,Other income,Other income,73842,67184,-6658,-9.0
FY25-26,2025-12,Dec-2025,Digital Engineering,4022,Profit on Sale of Assets,Income,Other income,Other income,72602,77460,4858,6.7
FY25-26,2026-01,Jan-2026,Digital Engineering,4022,Profit on Sale of Assets,Income,Other income,Other income,78003,60583,-17420,-22.3
FY25-26,2026-02,Feb-2026,Digital Engineering,4022,Profit on Sale of Assets,Income,Other income,Other income,81275,67910,-13365,-16.4
FY25-26,2026-03,Mar-2026,Digital Engineering,4022,Profit on Sale of Assets,Income,Other income,Other income,85381,86847,1466,1.7
FY24-25,2024-04,Apr-2024,Digital Engineering,4023,Liabilities Written Back,Income,Other income,Other income,72800,64083,-8717,-12.0
FY24-25,2024-05,May-2024,Digital Engineering,4023,Liabilities Written Back,Income,Other income,Other income,76151,71278,-4873,-6.4
FY24-25,2024-06,Jun-2024,Digital Engineering,4023,Liabilities Written Back,Income,Other income,Other income,79577,78287,-1290,-1.6
FY24-25,2024-07,Jul-2024,Digital Engineering,4023,Liabilities Written Back,Income,Other income,Other income,82256,76940,-5316,-6.5
FY24-25,2024-08,Aug-2024,Digital Engineering,4023,Liabilities Written Back,Income,Other income,Other income,80826,84447,3621,4.5
FY24-25,2024-09,Sep-2024,Digital Engineering,4023,Liabilities Written Back,Income,Other income,Other income,84409,90063,5654,6.7
FY24-25,2024-10,Oct-2024,Digital Engineering,4023,Liabilities Written Back,Income,Other income,Other income,88071,93559,5488,6.2
FY24-25,2024-11,Nov-2024,Digital Engineering,4023,Liabilities Written Back,Income,Other income,Other income,88350,93025,4675,5.3
FY24-25,2024-12,Dec-2024,Digital Engineering,4023,Liabilities Written Back,Income,Other income,Other income,86866,83034,-3832,-4.4
FY24-25,2025-01,Jan-2025,Digital Engineering,4023,Liabilities Written Back,Income,Other income,Other income,93329,108085,14756,15.8
FY24-25,2025-02,Feb-2025,Digital Engineering,4023,Liabilities Written Back,Income,Other income,Other income,97243,85818,-11425,-11.7
FY24-25,2025-03,Mar-2025,Digital Engineering,4023,Liabilities Written Back,Income,Other income,Other income,102156,104930,2774,2.7
FY25-26,2025-04,Apr-2025,Digital Engineering,4023,Liabilities Written Back,Income,Other income,Other income,85005,82016,-2989,-3.5
FY25-26,2025-05,May-2025,Digital Engineering,4023,Liabilities Written Back,Income,Other income,Other income,88917,82736,-6181,-7.0
FY25-26,2025-06,Jun-2025,Digital Engineering,4023,Liabilities Written Back,Income,Other income,Other income,92918,91014,-1904,-2.0
FY25-26,2025-07,Jul-2025,Digital Engineering,4023,Liabilities Written Back,Income,Other income,Other income,96047,96576,529,0.6
FY25-26,2025-08,Aug-2025,Digital Engineering,4023,Liabilities Written Back,Income,Other income,Other income,94376,96556,2180,2.3
FY25-26,2025-09,Sep-2025,Digital Engineering,4023,Liabilities Written Back,Income,Other income,Other income,98560,96815,-1745,-1.8
FY25-26,2025-10,Oct-2025,Digital Engineering,4023,Liabilities Written Back,Income,Other income,Other income,102837,99630,-3207,-3.1
FY25-26,2025-11,Nov-2025,Digital Engineering,4023,Liabilities Written Back,Income,Other income,Other income,103162,87591,-15571,-15.1
FY25-26,2025-12,Dec-2025,Digital Engineering,4023,Liabilities Written Back,Income,Other income,Other income,101430,101973,543,0.5
FY25-26,2026-01,Jan-2026,Digital Engineering,4023,Liabilities Written Back,Income,Other income,Other income,108975,103704,-5271,-4.8
FY25-26,2026-02,Feb-2026,Digital Engineering,4023,Liabilities Written Back,Income,Other income,Other income,113546,111912,-1634,-1.4
FY25-26,2026-03,Mar-2026,Digital Engineering,4023,Liabilities Written Back,Income,Other income,Other income,119282,113624,-5658,-4.7
FY24-25,2024-04,Apr-2024,Digital Engineering,4024,Miscellaneous Income,Income,Other income,Other income,40618,39479,-1139,-2.8
FY24-25,2024-05,May-2024,Digital Engineering,4024,Miscellaneous Income,Income,Other income,Other income,42487,42592,105,0.2
FY24-25,2024-06,Jun-2024,Digital Engineering,4024,Miscellaneous Income,Income,Other income,Other income,44399,40408,-3991,-9.0
FY24-25,2024-07,Jul-2024,Digital Engineering,4024,Miscellaneous Income,Income,Other income,Other income,45894,45360,-534,-1.2
FY24-25,2024-08,Aug-2024,Digital Engineering,4024,Miscellaneous Income,Income,Other income,Other income,45096,42757,-2339,-5.2
FY24-25,2024-09,Sep-2024,Digital Engineering,4024,Miscellaneous Income,Income,Other income,Other income,47095,45913,-1182,-2.5
FY24-25,2024-10,Oct-2024,Digital Engineering,4024,Miscellaneous Income,Income,Other income,Other income,49138,55560,6422,13.1
FY24-25,2024-11,Nov-2024,Digital Engineering,4024,Miscellaneous Income,Income,Other income,Other income,49294,57042,7748,15.7
FY24-25,2024-12,Dec-2024,Digital Engineering,4024,Miscellaneous Income,Income,Other income,Other income,48466,43055,-5411,-11.2
FY24-25,2025-01,Jan-2025,Digital Engineering,4024,Miscellaneous Income,Income,Other income,Other income,52072,58254,6182,11.9
FY24-25,2025-02,Feb-2025,Digital Engineering,4024,Miscellaneous Income,Income,Other income,Other income,54256,47346,-6910,-12.7
FY24-25,2025-03,Mar-2025,Digital Engineering,4024,Miscellaneous Income,Income,Other income,Other income,56997,56808,-189,-0.3
FY25-26,2025-04,Apr-2025,Digital Engineering,4024,Miscellaneous Income,Income,Other income,Other income,47427,51164,3737,7.9
FY25-26,2025-05,May-2025,Digital Engineering,4024,Miscellaneous Income,Income,Other income,Other income,49610,46553,-3057,-6.2
FY25-26,2025-06,Jun-2025,Digital Engineering,4024,Miscellaneous Income,Income,Other income,Other income,51842,58093,6251,12.1
FY25-26,2025-07,Jul-2025,Digital Engineering,4024,Miscellaneous Income,Income,Other income,Other income,53588,56106,2518,4.7
FY25-26,2025-08,Aug-2025,Digital Engineering,4024,Miscellaneous Income,Income,Other income,Other income,52656,52252,-404,-0.8
FY25-26,2025-09,Sep-2025,Digital Engineering,4024,Miscellaneous Income,Income,Other income,Other income,54990,57111,2121,3.9
FY25-26,2025-10,Oct-2025,Digital Engineering,4024,Miscellaneous Income,Income,Other income,Other income,57376,59622,2246,3.9
FY25-26,2025-11,Nov-2025,Digital Engineering,4024,Miscellaneous Income,Income,Other income,Other income,57558,59359,1801,3.1
FY25-26,2025-12,Dec-2025,Digital Engineering,4024,Miscellaneous Income,Income,Other income,Other income,56591,63374,6783,12.0
FY25-26,2026-01,Jan-2026,Digital Engineering,4024,Miscellaneous Income,Income,Other income,Other income,60802,61448,646,1.1
FY25-26,2026-02,Feb-2026,Digital Engineering,4024,Miscellaneous Income,Income,Other income,Other income,63352,58824,-4528,-7.1
FY25-26,2026-03,Mar-2026,Digital Engineering,4024,Miscellaneous Income,Income,Other income,Other income,66552,65730,-822,-1.2
FY24-25,2024-04,Apr-2024,Digital Engineering,4025,Export Incentives,Income,Other income,Other income,45482,44103,-1379,-3.0
FY24-25,2024-05,May-2024,Digital Engineering,4025,Export Incentives,Income,Other income,Other income,47576,44783,-2793,-5.9
FY24-25,2024-06,Jun-2024,Digital Engineering,4025,Export Incentives,Income,Other income,Other income,49716,51475,1759,3.5
FY24-25,2024-07,Jul-2024,Digital Engineering,4025,Export Incentives,Income,Other income,Other income,51390,46199,-5191,-10.1
FY24-25,2024-08,Aug-2024,Digital Engineering,4025,Export Incentives,Income,Other income,Other income,50497,49260,-1237,-2.4
FY24-25,2024-09,Sep-2024,Digital Engineering,4025,Export Incentives,Income,Other income,Other income,52735,55806,3071,5.8
FY24-25,2024-10,Oct-2024,Digital Engineering,4025,Export Incentives,Income,Other income,Other income,55023,54477,-546,-1.0
FY24-25,2024-11,Nov-2024,Digital Engineering,4025,Export Incentives,Income,Other income,Other income,55198,65501,10303,18.7
FY24-25,2024-12,Dec-2024,Digital Engineering,4025,Export Incentives,Income,Other income,Other income,54271,45047,-9224,-17.0
FY24-25,2025-01,Jan-2025,Digital Engineering,4025,Export Incentives,Income,Other income,Other income,58308,66387,8079,13.9
FY24-25,2025-02,Feb-2025,Digital Engineering,4025,Export Incentives,Income,Other income,Other income,60754,63447,2693,4.4
FY24-25,2025-03,Mar-2025,Digital Engineering,4025,Export Incentives,Income,Other income,Other income,63823,63909,86,0.1
FY25-26,2025-04,Apr-2025,Digital Engineering,4025,Export Incentives,Income,Other income,Other income,53107,54223,1116,2.1
FY25-26,2025-05,May-2025,Digital Engineering,4025,Export Incentives,Income,Other income,Other income,55552,53319,-2233,-4.0
FY25-26,2025-06,Jun-2025,Digital Engineering,4025,Export Incentives,Income,Other income,Other income,58051,58206,155,0.3
FY25-26,2025-07,Jul-2025,Digital Engineering,4025,Export Incentives,Income,Other income,Other income,60006,63165,3159,5.3
FY25-26,2025-08,Aug-2025,Digital Engineering,4025,Export Incentives,Income,Other income,Other income,58963,62322,3359,5.7
